timestamp,source_file,timebase,actor,type,content,direct_quote,quote_source,overlay_ref,confidence,conflict_flag
00:05:06,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,odor_or_cannabis_talk,pass-1 mlx-whisper large-v3 draft harvested from 0153 priority window; not court-ready,"So like I said, I'm going to search the car for a marijuana.",WHISPER_DRAFT,F018,low,
00:05:11,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,odor_or_cannabis_talk,pass-1 mlx-whisper large-v3 draft harvested from 0153 priority window; not court-ready,"If you got a little bit of marijuana, I don't care.",WHISPER_DRAFT,F018,low,
00:05:13,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,odor_or_cannabis_talk,pass-1 mlx-whisper large-v3 draft harvested from 0153 priority window; not court-ready,"Yeah, I got a little bit of marijuana.",WHISPER_DRAFT,F018,low,
00:05:19,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,search_talk,pass-1 mlx-whisper large-v3 draft harvested from 0153 priority window; not court-ready,He's going to search it anyways.,WHISPER_DRAFT,F019,low,
00:05:28,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,odor_or_cannabis_talk,pass-1 mlx-whisper large-v3 draft harvested from 0153 priority window; not court-ready,"Like I said, that I'm not, if it's a little bit of marijuana.",WHISPER_DRAFT,F018,low,
00:05:30,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,dispensary_or_cbd_talk,pass-1 mlx-whisper large-v3 draft harvested from 0153 priority window; not court-ready,Did you get it from the CBD shop or anything like that?,WHISPER_DRAFT,F005,low,
00:01:54,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,sequence_note,WHISPER_DRAFT places first odor/cannabis-smell talk before first CBD/shop talk on this file elapsed clock; contradicts overlay F005 (dispensary-before-odor). Overlay not edited.,,WHISPER_DRAFT,F005,low,CONFLICT
00:01:54,Axon_Body_4_Video_2026-04-30_0153_D01AQ340U.mp4,file_elapsed,Unknown,sequence_note,WHISPER_DRAFT places first odor talk before drinking talk on this file; overlay F004 (drink then travel then cannabis) flagged. Overlay not edited.,,WHISPER_DRAFT,F004,low,CONFLICT
07:06:17,Axon_Capture_Photo_2026-04-30_070617_414.jpg,filename_clock,Unknown,still_visual,AR-style rifle on cardboard on indoor table; optic on rail; no magazine inserted,,STILL_VISUAL,UNKNOWN,med,
07:07:03,Axon_Capture_Photo_2026-04-30_070703_414.jpg,filename_clock,Unknown,still_visual,black semi-auto pistol on white cardboard; action zip-tied open; magazine absent,,STILL_VISUAL,UNKNOWN,med,
07:13:38,Axon_Capture_Photo_2026-04-30_071338_414.jpg,filename_clock,Unknown,still_visual,black revolver held with blue glove; cylinder open; markings present (serial REDACTED in this catalog),,STILL_VISUAL,UNKNOWN,med,
07:13:43,Axon_Capture_Photo_2026-04-30_071343_414.jpg,filename_clock,Unknown,still_visual,"same revolver, grip wear visible; cylinder open; evidence bags in background",,STILL_VISUAL,UNKNOWN,med,
07:14:05,Axon_Capture_Photo_2026-04-30_071405_414.jpg,filename_clock,Unknown,still_visual,right-side close-up of zip-tied pistol; frame/slide markings present (serial REDACTED),,STILL_VISUAL,UNKNOWN,med,
07:14:19,Axon_Capture_Photo_2026-04-30_071419_414.jpg,filename_clock,Unknown,still_visual,clear evidence bag of loose pistol-caliber cartridges plus three black pistol magazines on gray table,,STILL_VISUAL,UNKNOWN,med,
07:14:47,Axon_Capture_Photo_2026-04-30_071447_414.jpg,filename_clock,Unknown,still_visual,close-up of AR-style lower receiver magazine-well markings (serial REDACTED),,STILL_VISUAL,UNKNOWN,med,
07:20:33,Axon_Capture_Photo_2026-04-30_072033_414.jpg,filename_clock,Unknown,still_visual,optic/magnifier on cardboard; manufacturer label and codes present (IDs REDACTED),,STILL_VISUAL,UNKNOWN,med,
07:20:43,Axon_Capture_Photo_2026-04-30_072043_414.jpg,filename_clock,Unknown,still_visual,side view of rail-mounted magnifier on cardboard,,STILL_VISUAL,UNKNOWN,med,
07:20:44,Axon_Capture_Photo_2026-04-30_072044_414.jpg,filename_clock,Unknown,still_visual,close-up of optic housing markings (IDs REDACTED),,STILL_VISUAL,UNKNOWN,med,
07:20:48,Axon_Capture_Photo_2026-04-30_072048_414.jpg,filename_clock,Unknown,still_visual,close-up of optic/mount top plate with barcode sticker (IDs REDACTED),,STILL_VISUAL,UNKNOWN,med,
07:21:10,Axon_Capture_Photo_2026-04-30_072110_414.jpg,filename_clock,Unknown,still_visual,AR-style rifle in two pieces inside long cardboard box; optic on upper; zip ties in box,,STILL_VISUAL,UNKNOWN,med,
07:21:30,Axon_Capture_Photo_2026-04-30_072130_414.jpg,filename_clock,Unknown,still_visual,AR-style lower + stock in cardboard box; selector appears SAFE,,STILL_VISUAL,UNKNOWN,med,
07:26:34,Axon_Capture_Photo_2026-04-30_072634_414.jpg,filename_clock,Unknown,still_visual,four black rifle magazines in a row on gray surface,,STILL_VISUAL,UNKNOWN,med,
07:27:27,Axon_Capture_Photo_2026-04-30_072727_414.jpg,filename_clock,Unknown,still_visual,clear evidence bag of loose rifle cartridges on gray surface; bag fields blank,,STILL_VISUAL,UNKNOWN,med,
07:30:12,Axon_Capture_Photo_2026-04-30_073012_414.jpg,filename_clock,Unknown,still_visual,clear evidence bag of rifle cartridges including green-tipped rounds; bag fields blank,,STILL_VISUAL,UNKNOWN,med,
07:30:20,Axon_Capture_Photo_2026-04-30_073020_414.jpg,filename_clock,Unknown,still_visual,"open gray lockable case plus fentanyl test packets, labeled edible pouch, and corked tube of brown granular material on wood table",,STILL_VISUAL,F012,med,
07:30:51,Axon_Capture_Photo_2026-04-30_073051_414.jpg,filename_clock,Unknown,still_visual,clear evidence bag with five small-caliber live rounds; bag fields blank,,STILL_VISUAL,UNKNOWN,med,
07:32:48,Axon_Capture_Photo_2026-04-30_073248_414.jpg,filename_clock,Unknown,still_visual,"open lockable case and spread of labeled pouches, papers, test strips, and small tools on wood table (brand text not copied)",,STILL_VISUAL,UNKNOWN,med,
07:33:40,Axon_Capture_Photo_2026-04-30_073340_414.jpg,filename_clock,Unknown,still_visual,closed gray padded case with 3-digit combination lock on wood table,,STILL_VISUAL,UNKNOWN,med,
07:35:56,Axon_Capture_Photo_2026-04-30_073556_414.jpg,filename_clock,Unknown,still_visual,closed silver pocket scale (AWS marking) on wood table; display not shown,,STILL_VISUAL,F012,med,
07:36:02,Axon_Capture_Photo_2026-04-30_073602_414.jpg,filename_clock,Unknown,still_visual,open silver pocket scale AWS-100 100g/0.01g on wood table; display off,,STILL_VISUAL,F012,med,
07:36:38,Axon_Capture_Photo_2026-04-30_073638_414.jpg,filename_clock,Unknown,still_visual,small glass mason jar partly filled with dried brown plant/mushroom-like material on wood table,,STILL_VISUAL,F011,med,CONFLICT
07:36:42,Axon_Capture_Photo_2026-04-30_073642_414.jpg,filename_clock,Unknown,still_visual,metal mason-jar lid on wood table,,STILL_VISUAL,UNKNOWN,med,
07:38:01,Axon_Capture_Photo_2026-04-30_073801_414.jpg,filename_clock,Unknown,still_visual,torn-open clear baggie of light-purple tablets on wood table,,STILL_VISUAL,F012,med,
07:38:23,Axon_Capture_Photo_2026-04-30_073823_414.jpg,filename_clock,Unknown,still_visual,hinged clear box containing baggie of white/gray crystalline chunks on wood table,,STILL_VISUAL,F012,med,
07:38:36,Axon_Capture_Photo_2026-04-30_073836_414.jpg,filename_clock,Unknown,still_visual,empty hinged clear box beside baggie of purple-tinted crystalline chunks,,STILL_VISUAL,F012,med,
07:39:03,Axon_Capture_Photo_2026-04-30_073903_414.jpg,filename_clock,Unknown,still_visual,knotted corner baggie with small tan crystalline chunks on wood table,,STILL_VISUAL,F012,med,
07:40:33,Axon_Capture_Photo_2026-04-30_074033_414.jpg,filename_clock,Unknown,still_visual,small zip baggie with dark solid chunk on light surface,,STILL_VISUAL,UNKNOWN,med,
07:41:16,Axon_Capture_Photo_2026-04-30_074116_414.jpg,filename_clock,Unknown,still_visual,"two open contact-lens cases with lids; wells hold crystalline pieces, a capsule, and a small blue tablet",,STILL_VISUAL,F012,med,
07:41:19,Axon_Capture_Photo_2026-04-30_074119_414.jpg,filename_clock,Unknown,still_visual,one contact-lens case with pink R lids; wells hold mixed small pieces including a blue fragment,,STILL_VISUAL,UNKNOWN,med,
07:41:21,Axon_Capture_Photo_2026-04-30_074121_414.jpg,filename_clock,Unknown,still_visual,"contact-lens case with L/R lids; left well crystals, right well one capsule",,STILL_VISUAL,F012,med,
07:42:51,Axon_Capture_Photo_2026-04-30_074251_414.jpg,filename_clock,Unknown,still_visual,two purple electronic vaporizer devices on paper; one held with blue glove; residue visible in chamber,,STILL_VISUAL,F012,med,
07:43:37,Axon_Capture_Photo_2026-04-30_074337_414.jpg,filename_clock,Unknown,still_visual,three smartphones on paper; lock screens on; personal notification/calendar text REDACTED,,STILL_VISUAL,UNKNOWN,med,
07:43:51,Axon_Capture_Photo_2026-04-30_074351_414.jpg,filename_clock,Unknown,still_visual,backs of three smartphones on paper; device IDs REDACTED,,STILL_VISUAL,UNKNOWN,med,
07:44:04,Axon_Capture_Photo_2026-04-30_074404_414.jpg,filename_clock,Unknown,still_visual,cracked-screen smartphone lock screen; personal notifications and location text REDACTED,,STILL_VISUAL,UNKNOWN,med,
07:44:13,Axon_Capture_Photo_2026-04-30_074413_414.jpg,filename_clock,Unknown,still_visual,back of smartphone in patterned case,,STILL_VISUAL,UNKNOWN,med,
07:44:19,Axon_Capture_Photo_2026-04-30_074419_414.jpg,filename_clock,Unknown,still_visual,smartphone lock screen; calendar/widget text REDACTED,,STILL_VISUAL,UNKNOWN,med,
07:44:23,Axon_Capture_Photo_2026-04-30_074423_414.jpg,filename_clock,Unknown,still_visual,back of smartphone; one camera lens glass shattered,,STILL_VISUAL,UNKNOWN,med,
07:44:44,Axon_Capture_Photo_2026-04-30_074444_414.jpg,filename_clock,Unknown,still_visual,front of dark-screen smartphone with punch-hole camera; screen off,,STILL_VISUAL,UNKNOWN,med,
07:44:48,Axon_Capture_Photo_2026-04-30_074448_414.jpg,filename_clock,Unknown,still_visual,back of Motorola-style phone with ID sticker; IMEI/track IDs REDACTED,,STILL_VISUAL,UNKNOWN,med,
07:47:40,Axon_Capture_Photo_2026-04-30_074740_414.jpg,filename_clock,Unknown,still_visual,US currency laid out on wood table among gloves/Narcan/scissors; count appears consistent with $1520 State figure (serials not recorded here),,STILL_VISUAL,UNKNOWN,med,
07:48:35,Axon_Capture_Photo_2026-04-30_074835_414.jpg,filename_clock,Unknown,still_visual,eight US $100 bills in two rows on wood table (serials not recorded),,STILL_VISUAL,UNKNOWN,med,
07:48:39,Axon_Capture_Photo_2026-04-30_074839_414.jpg,filename_clock,Unknown,still_visual,ten US $100 bills in two rows on wood table (serials not recorded),,STILL_VISUAL,UNKNOWN,med,
07:48:44,Axon_Capture_Photo_2026-04-30_074844_414.jpg,filename_clock,Unknown,still_visual,seven $100 bills and one $20 bill on wood table (serials not recorded),,STILL_VISUAL,UNKNOWN,med,
20:19:03,Axon_Capture_Photo_2026-04-30_201903_414.jpg,filename_clock,Unknown,still_visual,white pocket scale display 0.52 g with one crystalline piece on platform,,STILL_VISUAL,F012,med,
20:24:38,Axon_Capture_Photo_2026-04-30_202438_414.jpg,filename_clock,Unknown,still_visual,white pocket scale display 0.67 g with three crystalline pieces on platform,,STILL_VISUAL,F012,med,
20:27:46,Axon_Capture_Photo_2026-04-30_202746_414.jpg,filename_clock,Unknown,still_visual,"open contact-lens case; left well crystals, right well one capsule; L/R lids above",,STILL_VISUAL,F012,med,
Unknown,IMG_7261_2.jpeg,filename_clock,Unknown,still_visual,vacuum-sealed bag of dried mushroom-like material on wood table; non-Axon filename,,STILL_VISUAL,F011,med,CONFLICT
