filename,hash,filename_clock,exif_datetime,exif_camera,width,height,window,description
Axon_Capture_Photo_2026-04-30_072048_414.jpg,ae884c34afb5b079a70804bfa218ad2afa4a0f454c25cf3b626235fc8b953138,07:20:48,2026:04:30 07:20:48,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,close-up of optic/mount top plate with barcode sticker (IDs REDACTED)
Axon_Capture_Photo_2026-04-30_072110_414.jpg,9fe3670da2cb6523463df1451aa00da77d43bf9be669f18522537d23ee9e85f4,07:21:10,2026:04:30 07:21:10,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,AR-style rifle in two pieces inside long cardboard box; optic on upper; zip ties in box
Axon_Capture_Photo_2026-04-30_072130_414.jpg,12174a25232184e615045d1fa7bbd237abc1ef85895e29499be4b580cfa33de6,07:21:30,2026:04:30 07:21:30,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,AR-style lower + stock in cardboard box; selector appears SAFE
Axon_Capture_Photo_2026-04-30_072634_414.jpg,393b4327a758c2ffe79ecae90dcba71139b9bc72f83d3dfc185b7f32870d7656,07:26:34,2026:04:30 07:26:34,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,four black rifle magazines in a row on gray surface
Axon_Capture_Photo_2026-04-30_072727_414.jpg,4ba4ac60841381fd173d88f5e941ba59472ed267b35037f861184ae2d3cdc957,07:27:27,2026:04:30 07:27:27,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,clear evidence bag of loose rifle cartridges on gray surface; bag fields blank
Axon_Capture_Photo_2026-04-30_073012_414.jpg,0226f1537cf90823abc06cdfe18595f5c976fe2b86074fd2f535881ea2f970cc,07:30:12,2026:04:30 07:30:12,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,clear evidence bag of rifle cartridges including green-tipped rounds; bag fields blank
Axon_Capture_Photo_2026-04-30_073020_414.jpg,44f2bba8a00cad5e7ab9270203abfc49884a71305adb440206b0305ae0e107e4,07:30:20,2026:04:30 07:30:20,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,"open gray lockable case plus fentanyl test packets, labeled edible pouch, and corked tube of brown granular material on wood table"
Axon_Capture_Photo_2026-04-30_073051_414.jpg,4d57d3274787c126c5f8153c495ebada69ab55b463e07ea6991df643f25dace7,07:30:51,2026:04:30 07:30:51,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,clear evidence bag with five small-caliber live rounds; bag fields blank
Axon_Capture_Photo_2026-04-30_073248_414.jpg,bce6719471089764ec3d5f830da49ce30dbea5693ba61729b8b52f632cf22683,07:32:48,2026:04:30 07:32:48,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,"open lockable case and spread of labeled pouches, papers, test strips, and small tools on wood table (brand text not copied)"
Axon_Capture_Photo_2026-04-30_073340_414.jpg,beeb625b2fb0fdb84de4b89726baa8d7f39f7a777b6c55f67637dd1d647827a2,07:33:40,2026:04:30 07:33:40,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,closed gray padded case with 3-digit combination lock on wood table
Axon_Capture_Photo_2026-04-30_073556_414.jpg,7aad28703a06ca517a4df2d6e717760247fd5ef0dad1df9c5a727329dfb19617,07:35:56,2026:04:30 07:35:56,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,closed silver pocket scale (AWS marking) on wood table; display not shown
Axon_Capture_Photo_2026-04-30_073602_414.jpg,55068d96799940e4f37c45b923f53d45ff19255a9690adc7cb91f3f8828ea2ef,07:36:02,2026:04:30 07:36:02,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,open silver pocket scale AWS-100 100g/0.01g on wood table; display off
Axon_Capture_Photo_2026-04-30_073638_414.jpg,9bd5898bd25bca16fbca9fe49468a76e477fd3b4876c630b25ad61d5f7e764c1,07:36:38,2026:04:30 07:36:38,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,small glass mason jar partly filled with dried brown plant/mushroom-like material on wood table
Axon_Capture_Photo_2026-04-30_073642_414.jpg,aab2c5ed759479e3870a610289be9d65efa99bbe81008b123f4380bae9fa3554,07:36:42,2026:04:30 07:36:42,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,metal mason-jar lid on wood table
Axon_Capture_Photo_2026-04-30_073801_414.jpg,cdc24fed2193b70daac57dfd78f39c0f6db4778a742eda1b87fe8d0c919209e5,07:38:01,2026:04:30 07:38:01,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,torn-open clear baggie of light-purple tablets on wood table
Axon_Capture_Photo_2026-04-30_073823_414.jpg,88e7075458242d6d48e52211b0a358008a751bb264f3ddf6267266158ccfef87,07:38:23,2026:04:30 07:38:23,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,hinged clear box containing baggie of white/gray crystalline chunks on wood table
Axon_Capture_Photo_2026-04-30_073836_414.jpg,f0d5336df366350e9c9231f514ddd14f934ae9536f3ad25dbd72f3c942895066,07:38:36,2026:04:30 07:38:36,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,empty hinged clear box beside baggie of purple-tinted crystalline chunks
Axon_Capture_Photo_2026-04-30_073903_414.jpg,1afc508c57669d47bbf5b91e96e4773f78825aeb54dc2a818cf17cc5d085e029,07:39:03,2026:04:30 07:39:03,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,knotted corner baggie with small tan crystalline chunks on wood table
Axon_Capture_Photo_2026-04-30_074033_414.jpg,ea547dee5739165bfd7b9567b51fe843d8b70f734a64301501ed19cee5602099,07:40:33,2026:04:30 07:40:33,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,small zip baggie with dark solid chunk on light surface
Axon_Capture_Photo_2026-04-30_074116_414.jpg,e358fb6830ecf6b3f79820832987ff66ddb1a954dbb5544c47a7f075c18c5b7c,07:41:16,2026:04:30 07:41:16,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,"two open contact-lens cases with lids; wells hold crystalline pieces, a capsule, and a small blue tablet"
Axon_Capture_Photo_2026-04-30_074119_414.jpg,b3cbfa1d60dd9ffea587368377398279330c929a591c4642cd266a8147d5faa2,07:41:19,2026:04:30 07:41:19,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,one contact-lens case with pink R lids; wells hold mixed small pieces including a blue fragment
Axon_Capture_Photo_2026-04-30_074121_414.jpg,6099e6ad116ae23ab77ffbcc7b5dd6e3dfe13846a16f1883497e1eb979ebfbc7,07:41:21,2026:04:30 07:41:21,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,"contact-lens case with L/R lids; left well crystals, right well one capsule"
Axon_Capture_Photo_2026-04-30_074251_414.jpg,03a6f0f6c390fd346672e593be19dbe09dae291f472d30b8253a4d512d2bc169,07:42:51,2026:04:30 07:42:51,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,two purple electronic vaporizer devices on paper; one held with blue glove; residue visible in chamber
Axon_Capture_Photo_2026-04-30_074337_414.jpg,970625bd68866bcb29993d70f41918f136552275c000f4808ca7b61a9b85e83d,07:43:37,2026:04:30 07:43:37,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,three smartphones on paper; lock screens on; personal notification/calendar text REDACTED
Axon_Capture_Photo_2026-04-30_074351_414.jpg,a11093ed659b5436f46c8e2228d1f6f81153047e10625ff89b22274ca8c4da29,07:43:51,2026:04:30 07:43:51,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,backs of three smartphones on paper; device IDs REDACTED
Axon_Capture_Photo_2026-04-30_074404_414.jpg,662a25fb3121d986f61abf7f0cb002ae0e60d32b7ad11a0c72470133b8a5671f,07:44:04,2026:04:30 07:44:04,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,cracked-screen smartphone lock screen; personal notifications and location text REDACTED
Axon_Capture_Photo_2026-04-30_074413_414.jpg,7618ff6f2a95b0808783619e97acb2b19d774f0e0014c9f6de65ef86b8554668,07:44:13,2026:04:30 07:44:13,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,back of smartphone in patterned case
Axon_Capture_Photo_2026-04-30_074419_414.jpg,8c98b1230ce32f24489c90893fb8ad8775c79d1199ed69bab75c452b0f78c4e6,07:44:19,2026:04:30 07:44:19,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,smartphone lock screen; calendar/widget text REDACTED
Axon_Capture_Photo_2026-04-30_074423_414.jpg,6a615a3682f6f5839c7db8e05bdaaa15f59be735dce91d46358e86bd7afbdacb,07:44:23,2026:04:30 07:44:23,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,back of smartphone; one camera lens glass shattered
Axon_Capture_Photo_2026-04-30_074444_414.jpg,b9f220e1db5e0d6f27b1d190722ceff8d1d70dff1626fc8e01fd46ae85facf68,07:44:44,2026:04:30 07:44:44,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,front of dark-screen smartphone with punch-hole camera; screen off
Axon_Capture_Photo_2026-04-30_074448_414.jpg,5a06c43fbd12386d04e05103c6939ac70beb9e634c304fe9a297e579a232ed62,07:44:48,2026:04:30 07:44:48,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,back of Motorola-style phone with ID sticker; IMEI/track IDs REDACTED
Axon_Capture_Photo_2026-04-30_074740_414.jpg,5303a9f9422866da3fb72e6ee481921a492d77fbd0be156d25aa84145c76741b,07:47:40,2026:04:30 07:47:40,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,US currency laid out on wood table among gloves/Narcan/scissors; count appears consistent with $1520 State figure (serials not recorded here)
Axon_Capture_Photo_2026-04-30_074835_414.jpg,5ada9d02b63ab76af0d26bb7807d95b3bb942f367413535788f6f7174b81cec3,07:48:35,2026:04:30 07:48:35,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,eight US $100 bills in two rows on wood table (serials not recorded)
Axon_Capture_Photo_2026-04-30_074839_414.jpg,35bfd5cf846be7f70267d3296d9f969612964a0f78bfcfa46c88ba83af71ceeb,07:48:39,2026:04:30 07:48:39,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,ten US $100 bills in two rows on wood table (serials not recorded)
Axon_Capture_Photo_2026-04-30_074844_414.jpg,66f5df86d9b6e08ce7cc3cc5f6a5b9f0be59e94f5bb2cdfbd550b3d2cffa0033,07:48:44,2026:04:30 07:48:44,Apple iPhone 15 Pro,4032,3024,recovery_0706_0748,seven $100 bills and one $20 bill on wood table (serials not recorded)
Axon_Capture_Photo_2026-04-30_201903_414.jpg,7c7e98bf494a750c3a87f0a49206b76e85a1c9b1545e015440f6b10428e24e9c,20:19:03,2026:04:30 20:19:03,Apple iPhone 15 Pro,4032,3024,evening_20xx,white pocket scale display 0.52 g with one crystalline piece on platform
Axon_Capture_Photo_2026-04-30_202438_414.jpg,bd6ff1fe5aec1ddaa523d40042a1cd8312507cbeac470603841d63f0488106c8,20:24:38,2026:04:30 20:24:38,Apple iPhone 15 Pro,4032,3024,evening_20xx,white pocket scale display 0.67 g with three crystalline pieces on platform
Axon_Capture_Photo_2026-04-30_202746_414.jpg,e85495f94beb274079ab0cdef7b2cf861136b9c42eecaaff7a2db8bc8ebd554b,20:27:46,2026:04:30 20:27:46,Apple iPhone 15 Pro,4032,3024,evening_20xx,"open contact-lens case; left well crystals, right well one capsule; L/R lids above"
IMG_7261_2.jpeg,4b2fe049434504eb652913fe3c74fa0db63b2dd354a2346b23c070d45ba1e2d5,Unknown,2026:04:30 03:14:54,Apple iPhone 14,4032,3024,other,vacuum-sealed bag of dried mushroom-like material on wood table; non-Axon filename
